datetime,home_team,home_team_state,away_team,away_team_state,home_goal,away_goal,season,round
2012-06-17T16:00:00Z,Bahia-BA,BA,Sport-PE,PE,2,1,2012,5
2012-06-17T16:00:00Z,Flamengo-RJ,RJ,Santos-SP,SP,1,0,2012,5
2012-06-17T18:30:00Z,Nautico-PE,PE,Gremio-RS,RS,1,0,2012,5
2012-06-17T18:30:00Z,Coritiba-PR,PR,Atletico-GO,GO,3,0,2012,5
2012-06-17T18:30:00Z,Ponte Preta-SP,SP,Corinthians-SP,SP,1,0,2012,5
2012-06-23T18:30:00Z,Vasco da Gama-RJ,RJ,Cruzeiro-MG,MG,1,3,2012,6
2012-06-23T18:30:00Z,Portuguesa-SP,SP,Sao Paulo-SP,SP,1,0,2012,6
2012-06-23T21:00:00Z,Atletico-MG,MG,Nautico-PE,PE,5,1,2012,6
2012-06-24T16:00:00Z,Corinthians-SP,SP,Palmeiras-SP,SP,2,1,2012,6
2012-06-24T16:00:00Z,Gremio-RS,RS,Flamengo-RJ,RJ,2,0,2012,6
2012-06-24T16:00:00Z,Figueirense-SC,SC,Bahia-BA,BA,1,1,2012,6
2012-06-24T18:30:00Z,Sport-PE,PE,Internacional-RS,RS,0,2,2012,6
2012-06-24T18:30:00Z,Botafogo-RJ,RJ,Ponte Preta-SP,SP,1,2,2012,6
2012-06-24T18:30:00Z,Santos-SP,SP,Coritiba-PR,PR,2,2,2012,6
2012-06-24T18:30:00Z,Atletico-GO,GO,Fluminense-RJ,RJ,1,4,2012,6
2012-06-30T16:20:00Z,Nautico-PE,PE,Fluminense-RJ,RJ,0,2,2012,7
2012-06-30T16:20:00Z,Cruzeiro-MG,MG,Sao Paulo-SP,SP,2,3,2012,7
2012-06-30T18:30:00Z,Vasco da Gama-RJ,RJ,Ponte Preta-SP,SP,3,2,2012,7
2012-07-01T16:00:00Z,Coritiba-PR,PR,Sport-PE,PE,2,3,2012,7
2012-07-01T16:00:00Z,Portuguesa-SP,SP,Santos-SP,SP,0,0,2012,7
2012-07-01T16:00:00Z,Bahia-BA,BA,Internacional-RS,RS,1,1,2012,7
2012-07-01T18:30:00Z,Gremio-RS,RS,Atletico-MG,MG,0,1,2012,7
2012-07-01T18:30:00Z,Palmeiras-SP,SP,Figueirense-SC,SC,3,1,2012,7
2012-07-01T18:30:00Z,Flamengo-RJ,RJ,Atletico-GO,GO,3,2,2012,7
2012-07-11T19:30:00Z,Corinthians-SP,SP,Botafogo-RJ,RJ,1,3,2012,7
2012-07-07T18:30:00Z,Botafogo-RJ,RJ,Bahia-BA,BA,3,0,2012,8
2012-07-07T18:30:00Z,Internacional-RS,RS,Cruzeiro-MG,MG,2,1,2012,8
2012-07-07T21:00:00Z,Atletico-GO,GO,Nautico-PE,PE,0,1,2012,8
2012-07-08T16:00:00Z,Figueirense-SC,SC,Vasco da Gama-RJ,RJ,1,1,2012,8
2012-07-08T16:00:00Z,Fluminense-RJ,RJ,Flamengo-RJ,RJ,1,0,2012,8
2012-07-08T16:00:00Z,Santos-SP,SP,Gremio-RS,RS,4,2,2012,8
2012-07-08T16:00:00Z,Sao Paulo-SP,SP,Coritiba-PR,PR,3,1,2012,8
2012-07-08T18:30:00Z,Ponte Preta-SP,SP,Palmeiras-SP,SP,1,0,2012,8
2012-07-08T18:30:00Z,Sport-PE,PE,Corinthians-SP,SP,1,1,2012,8
2012-07-08T18:30:00Z,Atletico-MG,MG,Portuguesa-SP,SP,2,0,2012,8
2012-07-14T18:30:00Z,Figueirense-SC,SC,Atletico-MG,MG,3,4,2012,9
2012-07-14T18:30:00Z,Corinthians-SP,SP,Nautico-PE,PE,2,1,2012,9
2012-07-14T21:00:00Z,Ponte Preta-SP,SP,Coritiba-PR,PR,4,1,2012,9
2012-07-15T16:00:00Z,Bahia-BA,BA,Flamengo-RJ,RJ,1,2,2012,9
2012-07-15T16:00:00Z,Internacional-RS,RS,Santos-SP,SP,0,0,2012,9
2012-07-15T16:00:00Z,Cruzeiro-MG,MG,Gremio-RS,RS,1,3,2012,9
2012-07-15T16:00:00Z,Botafogo-RJ,RJ,Fluminense-RJ,RJ,1,1,2012,9
2012-07-15T18:30:00Z,Palmeiras-SP,SP,Sao Paulo-SP,SP,1,1,2012,9
2012-07-15T18:30:00Z,Vasco da Gama-RJ,RJ,Atletico-GO,GO,1,0,2012,9
2012-07-15T18:30:00Z,Sport-PE,PE,Portuguesa-SP,SP,2,1,2012,9
2012-07-18T19:30:00Z,Santos-SP,SP,Botafogo-RJ,RJ,0,0,2012,10
2012-07-18T19:30:00Z,Gremio-RS,RS,Sport-PE,PE,3,1,2012,10
2012-07-18T20:30:00Z,Portuguesa-SP,SP,Cruzeiro-MG,MG,0,2,2012,10
2012-07-18T20:30:00Z,Nautico-PE,PE,Ponte Preta-SP,SP,3,0,2012,10
2012-07-18T21:50:00Z,Sao Paulo-SP,SP,Vasco da Gama-RJ,RJ,0,1,2012,10
2012-07-18T21:50:00Z,Atletico-MG,MG,Internacional-RS,RS,3,1,2012,10
2012-07-18T21:50:00Z,Flamengo-RJ,RJ,Corinthians-SP,SP,0,3,2012,10
2012-07-19T21:00:00Z,Fluminense-RJ,RJ,Bahia-BA,BA,4,0,2012,10
2012-07-19T21:00:00Z,Coritiba-PR,PR,Palmeiras-SP,SP,1,1,2012,10
2012-07-19T21:00:00Z,Atletico-GO,GO,Figueirense-SC,SC,3,2,2012,10
2012-07-21T18:30:00Z,Sport-PE,PE,Atletico-MG,MG,1,4,2012,11
2012-07-21T18:30:00Z,Vasco da Gama-RJ,RJ,Santos-SP,SP,2,0,2012,11
2012-07-21T21:00:00Z,Corinthians-SP,SP,Portuguesa-SP,SP,1,1,2012,11
2012-07-22T16:00:00Z,Internacional-RS,RS,Atletico-GO,GO,4,1,2012,11
2012-07-22T16:00:00Z,Cruzeiro-MG,MG,Flamengo-RJ,RJ,1,0,2012,11
2012-07-22T16:00:00Z,Figueirense-SC,SC,Sao Paulo-SP,SP,0,2,2012,11
2012-07-22T16:00:00Z,Palmeiras-SP,SP,Nautico-PE,PE,3,0,2012,11
2012-07-22T18:30:00Z,Bahia-BA,BA,Coritiba-PR,PR,2,2,2012,11
2012-07-22T18:30:00Z,Botafogo-RJ,RJ,Gremio-RS,RS,0,1,2012,11
2012-07-22T18:30:00Z,Ponte Preta-SP,SP,Fluminense-RJ,RJ,1,2,2012,11
2012-07-25T19:30:00Z,Figueirense-SC,SC,Internacional-RS,RS,0,1,2012,12
2012-07-25T19:30:00Z,Ponte Preta-SP,SP,Sport-PE,PE,1,1,2012,12
2012-07-25T20:30:00Z,Vasco da Gama-RJ,RJ,Botafogo-RJ,RJ,1,0,2012,12
2012-07-25T20:30:00Z,Nautico-PE,PE,Coritiba-PR,PR,3,4,2012,12
2012-07-25T21:50:00Z,Corinthians-SP,SP,Cruzeiro-MG,MG,2,0,2012,12
2012-07-25T21:50:00Z,Gremio-RS,RS,Fluminense-RJ,RJ,1,0,2012,12
2012-07-25T21:50:00Z,Atletico-GO,GO,Sao Paulo-SP,SP,4,3,2012,12
2012-07-26T21:00:00Z,Atletico-MG,MG,Santos-SP,SP,2,0,2012,12
2012-07-26T21:00:00Z,Flamengo-RJ,RJ,Portuguesa-SP,SP,0,0,2012,12
2012-07-26T21:00:00Z,Palmeiras-SP,SP,Bahia-BA,BA,0,2,2012,12
2012-07-28T18:30:00Z,Coritiba-PR,PR,Gremio-RS,RS,2,1,2012,13
2012-07-28T18:30:00Z,Internacional-RS,RS,Vasco da Gama-RJ,RJ,0,0,2012,13
2012-07-28T21:00:00Z,Botafogo-RJ,RJ,Figueirense-SC,SC,1,0,2012,13
2012-07-29T16:00:00Z,Sport-PE,PE,Atletico-GO,GO,0,0,2012,13
2012-07-29T16:00:00Z,Sao Paulo-SP,SP,Flamengo-RJ,RJ,4,1,2012,13
2012-07-29T16:00:00Z,Fluminense-RJ,RJ,Atletico-MG,MG,0,0,2012,13
2012-07-29T16:00:00Z,Bahia-BA,BA,Corinthians-SP,SP,0,0,2012,13
2012-07-29T18:30:00Z,Cruzeiro-MG,MG,Palmeiras-SP,SP,2,1,2012,13
2012-07-29T18:30:00Z,Portuguesa-SP,SP,Nautico-PE,PE,3,1,2012,13
2012-07-29T18:30:00Z,Santos-SP,SP,Ponte Preta-SP,SP,2,1,2012,13
2012-08-04T18:30:00Z,Palmeiras-SP,SP,Internacional-RS,RS,0,1,2012,14
2012-08-04T18:30:00Z,Atletico-GO,GO,Botafogo-RJ,RJ,1,2,2012,14
2012-08-04T21:00:00Z,Portuguesa-SP,SP,Figueirense-SC,SC,2,0,2012,14
2012-08-05T16:00:00Z,Vasco da Gama-RJ,RJ,Corinthians-SP,SP,0,0,2012,14
2012-08-05T16:00:00Z,Gremio-RS,RS,Bahia-BA,BA,3,1,2012,14
2012-08-05T16:00:00Z,Coritiba-PR,PR,Fluminense-RJ,RJ,0,2,2012,14
2012-08-05T16:00:00Z,Sao Paulo-SP,SP,Sport-PE,PE,1,0,2012,14
2012-08-05T18:30:00Z,Cruzeiro-MG,MG,Ponte Preta-SP,SP,1,2,2012,14
2012-08-05T18:30:00Z,Nautico-PE,PE,Santos-SP,SP,3,0,2012,14
2012-09-26T22:00:00Z,Flamengo-RJ,RJ,Atletico-MG,MG,2,1,2012,14
2012-08-08T19:30:00Z,Sport-PE,PE,Vasco da Gama-RJ,RJ,0,2,2012,15
2012-08-08T19:30:00Z,Internacional-RS,RS,Nautico-PE,PE,0,0,2012,15
2012-08-08T20:30:00Z,Bahia-BA,BA,Portuguesa-SP,SP,0,0,2012,15
2012-08-08T20:30:00Z,Corinthians-SP,SP,Atletico-GO,GO,1,1,2012,15
2012-08-08T21:50:00Z,Santos-SP,SP,Cruzeiro-MG,MG,4,2,2012,15
2012-08-08T21:50:00Z,Figueirense-SC,SC,Flamengo-RJ,RJ,0,2,2012,15
2012-08-08T21:50:00Z,Botafogo-RJ,RJ,Palmeiras-SP,SP,1,2,2012,15
2012-08-09T21:00:00Z,Fluminense-RJ,RJ,Sao Paulo-SP,SP,2,1,2012,15
2012-08-09T21:00:00Z,Atletico-MG,MG,Coritiba-PR,PR,1,0,2012,15
2012-08-09T21:00:00Z,Ponte Preta-SP,SP,Gremio-RS,RS,0,0,2012,15
2012-08-11T18:30:00Z,Sport-PE,PE,Figueirense-SC,SC,0,1,2012,16
2012-08-11T18:30:00Z,Bahia-BA,BA,Cruzeiro-MG,MG,0,1,2012,16
2012-08-11T18:30:00Z,Santos-SP,SP,Atletico-GO,GO,2,2,2012,16
2012-08-11T21:00:00Z,Flamengo-RJ,RJ,Nautico-PE,PE,2,0,2012,16
2012-08-12T16:00:00Z,Internacional-RS,RS,Ponte Preta-SP,SP,2,1,2012,16
2012-08-12T16:00:00Z,Sao Paulo-SP,SP,Gremio-RS,RS,1,2,2012,16
2012-08-12T16:00:00Z,Atletico-MG,MG,Vasco da Gama-RJ,RJ,1,0,2012,16
2012-08-12T16:00:00Z,Coritiba-PR,PR,Corinthians-SP,SP,1,2,2012,16
2012-08-12T18:30:00Z,Fluminense-RJ,RJ,Palmeiras-SP,SP,1,0,2012,16
2012-08-12T18:30:00Z,Portuguesa-SP,SP,Botafogo-RJ,RJ,1,1,2012,16
2012-08-15T19:30:00Z,Gremio-RS,RS,Portuguesa-SP,SP,1,2,2012,17
2012-08-15T19:30:00Z,Cruzeiro-MG,MG,Fluminense-RJ,RJ,1,1,2012,17
2012-08-15T20:30:00Z,Atletico-GO,GO,Atletico-MG,MG,1,1,2012,17
2012-08-15T20:30:00Z,Ponte Preta-SP,SP,Bahia-BA,BA,0,2,2012,17
2012-08-15T21:50:00Z,Nautico-PE,PE,Sao Paulo-SP,SP,3,0,2012,17
2012-08-15T21:50:00Z,Botafogo-RJ,RJ,Sport-PE,PE,2,0,2012,17
2012-08-15T21:50:00Z,Palmeiras-SP,SP,Flamengo-RJ,RJ,1,0,2012,17
2012-08-16T21:00:00Z,Vasco da Gama-RJ,RJ,Coritiba-PR,PR,2,2,2012,17
2012-08-16T21:00:00Z,Corinthians-SP,SP,Internacional-RS,RS,1,0,2012,17
2012-08-16T21:00:00Z,Figueirense-SC,SC,Santos-SP,SP,1,3,2012,17
2012-08-18T18:30:00Z,Nautico-PE,PE,Bahia-BA,BA,1,0,2012,18
2012-08-18T18:30:00Z,Fluminense-RJ,RJ,Sport-PE,PE,1,0,2012,18
2012-08-18T21:00:00Z,Sao Paulo-SP,SP,Ponte Preta-SP,SP,3,0,2012,18
2012-08-19T16:00:00Z,Santos-SP,SP,Corinthians-SP,SP,3,2,2012,18
2012-08-19T16:00:00Z,Atletico-MG,MG,Botafogo-RJ,RJ,3,2,2012,18
2012-08-19T16:00:00Z,Coritiba-PR,PR,Cruzeiro-MG,MG,4,0,2012,18
2012-08-19T16:00:00Z,Gremio-RS,RS,Figueirense-SC,SC,4,0,2012,18
2012-08-19T18:30:00Z,Atletico-GO,GO,Palmeiras-SP,SP,2,1,2012,18
2012-08-19T18:30:00Z,Portuguesa-SP,SP,Internacional-RS,RS,1,1,2012,18
2012-08-19T18:30:00Z,Flamengo-RJ,RJ,Vasco da Gama-RJ,RJ,1,0,2012,18
2012-08-25T18:30:00Z,Vasco da Gama-RJ,RJ,Fluminense-RJ,RJ,1,2,2012,19
2012-08-25T18:30:00Z,Palmeiras-SP,SP,Santos-SP,SP,1,2,2012,19
2012-08-25T21:00:00Z,Ponte Preta-SP,SP,Portuguesa-SP,SP,2,1,2012,19
2012-08-26T16:00:00Z,Internacional-RS,RS,Gremio-RS,RS,0,1,2012,19
2012-08-26T16:00:00Z,Botafogo-RJ,RJ,Flamengo-RJ,RJ,0,0,2012,19
2012-08-26T16:00:00Z,Corinthians-SP,SP,Sao Paulo-SP,SP,1,2,2012,19
2012-08-26T16:00:00Z,Figueirense-SC,SC,Coritiba-PR,PR,3,1,2012,19
2012-08-26T18:30:00Z,Cruzeiro-MG,MG,Atletico-MG,MG,2,2,2012,19
2012-08-26T18:30:00Z,Sport-PE,PE,Nautico-PE,PE,0,0,2012,19
2012-08-26T18:30:00Z,Bahia-BA,BA,Atletico-GO,GO,1,1,2012,19
2012-08-29T19:30:00Z,Coritiba-PR,PR,Internacional-RS,RS,1,0,2012,20
2012-08-29T19:30:00Z,Santos-SP,SP,Bahia-BA,BA,1,3,2012,20
2012-08-29T20:30:00Z,Nautico-PE,PE,Figueirense-SC,SC,3,2,2012,20
2012-08-29T20:30:00Z,Atletico-MG,MG,Ponte Preta-SP,SP,2,2,2012,20
2012-08-29T20:30:00Z,Portuguesa-SP,SP,Palmeiras-SP,SP,3,0,2012,20
2012-08-29T22:00:00Z,Fluminense-RJ,RJ,Corinthians-SP,SP,1,1,2012,20
2012-08-29T22:00:00Z,Gremio-RS,RS,Vasco da Gama-RJ,RJ,2,0,2012,20
2012-08-29T22:00:00Z,Atletico-GO,GO,Cruzeiro-MG,MG,0,2,2012,20
2012-08-30T21:00:00Z,Flamengo-RJ,RJ,Sport-PE,PE,1,1,2012,20
2012-08-30T21:00:00Z,Sao Paulo-SP,SP,Botafogo-RJ,RJ,4,0,2012,20
2012-09-01T18:30:00Z,Palmeiras-SP,SP,Gremio-RS,RS,0,0,2012,21
2012-09-01T18:30:00Z,Figueirense-SC,SC,Fluminense-RJ,RJ,2,2,2012,21
2012-09-01T21:00:00Z,Vasco da Gama-RJ,RJ,Portuguesa-SP,SP,2,0,2012,21
2012-09-02T16:00:00Z,Bahia-BA,BA,Sao Paulo-SP,SP,1,0,2012,21
2012-09-02T16:00:00Z,Sport-PE,PE,Santos-SP,SP,2,1,2012,21
2012-09-02T16:00:00Z,Internacional-RS,RS,Flamengo-RJ,RJ,4,1,2012,21
2012-09-02T16:00:00Z,Corinthians-SP,SP,Atletico-MG,MG,1,0,2012,21
2012-09-02T18:30:00Z,Botafogo-RJ,RJ,Coritiba-PR,PR,2,0,2012,21
2012-09-02T18:30:00Z,Cruzeiro-MG,MG,Nautico-PE,PE,3,0,2012,21
2012-09-02T18:30:00Z,Ponte Preta-SP,SP,Atletico-GO,GO,3,1,2012,21
2012-09-05T19:30:00Z,Flamengo-RJ,RJ,Ponte Preta-SP,SP,0,1,2012,22
2012-09-05T19:30:00Z,Portuguesa-SP,SP,Coritiba-PR,PR,3,0,2012,22
2012-09-05T19:30:00Z,Nautico-PE,PE,Vasco da Gama-RJ,RJ,1,1,2012,22
2012-09-05T19:30:00Z,Bahia-BA,BA,Atletico-MG,MG,0,0,2012,22
2012-09-05T20:30:00Z,Gremio-RS,RS,Atletico-GO,GO,2,1,2012,22
2012-09-05T22:00:00Z,Figueirense-SC,SC,Corinthians-SP,SP,1,0,2012,22
2012-09-05T22:00:00Z,Cruzeiro-MG,MG,Botafogo-RJ,RJ,1,3,2012,22
2012-09-05T22:00:00Z,Sao Paulo-SP,SP,Internacional-RS,RS,1,1,2012,22
2012-09-06T21:00:00Z,Fluminense-RJ,RJ,Santos-SP,SP,3,1,2012,22
2012-09-06T21:00:00Z,Palmeiras-SP,SP,Sport-PE,PE,3,1,2012,22
2012-09-08T18:30:00Z,Ponte Preta-SP,SP,Figueirense-SC,SC,2,2,2012,23
2012-09-08T18:30:00Z,Coritiba-PR,PR,Flamengo-RJ,RJ,3,0,2012,23
2012-09-08T21:00:00Z,Corinthians-SP,SP,Gremio-RS,RS,3,1,2012,23
2012-09-09T16:00:00Z,Botafogo-RJ,RJ,Nautico-PE,PE,3,1,2012,23
2012-09-09T16:00:00Z,Santos-SP,SP,Sao Paulo-SP,SP,0,0,2012,23
2012-09-09T16:00:00Z,Internacional-RS,RS,Fluminense-RJ,RJ,0,1,2012,23
2012-09-09T18:30:00Z,Atletico-GO,GO,Portuguesa-SP,SP,1,1,2012,23
2012-09-09T18:30:00Z,Atletico-MG,MG,Palmeiras-SP,SP,3,0,2012,23
2012-09-09T18:30:00Z,Sport-PE,PE,Cruzeiro-MG,MG,2,1,2012,23
2012-09-09T18:30:00Z,Vasco da Gama-RJ,RJ,Bahia-BA,BA,0,4,2012,23
2012-09-12T19:30:00Z,Corinthians-SP,SP,Ponte Preta-SP,SP,1,1,2012,24
2012-09-12T19:30:00Z,Portuguesa-SP,SP,Fluminense-RJ,RJ,0,2,2012,24
2012-09-12T19:30:00Z,Figueirense-SC,SC,Cruzeiro-MG,MG,2,0,2012,24
2012-09-12T20:30:00Z,Sport-PE,PE,Bahia-BA,BA,1,1,2012,24
2012-09-12T20:30:00Z,Atletico-GO,GO,Coritiba-PR,PR,1,2,2012,24
2012-09-12T22:00:00Z,Vasco da Gama-RJ,RJ,Palmeiras-SP,SP,3,1,2012,24
2012-09-12T22:00:00Z,Santos-SP,SP,Flamengo-RJ,RJ,2,0,2012,24
2012-09-12T22:00:00Z,Atletico-MG,MG,Sao Paulo-SP,SP,1,0,2012,24
2012-09-13T21:00:00Z,Gremio-RS,RS,Nautico-PE,PE,2,0,2012,24
2012-09-13T21:00:00Z,Botafogo-RJ,RJ,Internacional-RS,RS,1,1,2012,24
2012-09-15T18:30:00Z,Fluminense-RJ,RJ,Atletico-GO,GO,1,2,2012,25
2012-09-15T18:30:00Z,Sao Paulo-SP,SP,Portuguesa-SP,SP,3,1,2012,25
2012-09-16T16:00:00Z,Palmeiras-SP,SP,Corinthians-SP,SP,0,2,2012,25
2012-09-16T16:00:00Z,Cruzeiro-MG,MG,Vasco da Gama-RJ,RJ,1,1,2012,25
2012-09-16T16:00:00Z,Coritiba-PR,PR,Santos-SP,SP,1,2,2012,25
2012-09-16T16:00:00Z,Nautico-PE,PE,Atletico-MG,MG,1,0,2012,25
2012-09-16T16:00:00Z,Bahia-BA,BA,Figueirense-SC,SC,2,1,2012,25
2012-09-16T18:30:00Z,Flamengo-RJ,RJ,Gremio-RS,RS,1,1,2012,25
2012-09-16T18:30:00Z,Internacional-RS,RS,Sport-PE,PE,2,2,2012,25
2012-09-16T18:30:00Z,Ponte Preta-SP,SP,Botafogo-RJ,RJ,0,0,2012,25
2012-09-22T18:30:00Z,Fluminense-RJ,RJ,Nautico-PE,PE,2,1,2012,26
2012-09-22T18:30:00Z,Figueirense-SC,SC,Palmeiras-SP,SP,1,3,2012,26
2012-09-22T21:00:00Z,Santos-SP,SP,Portuguesa-SP,SP,1,3,2012,26
2012-09-23T16:00:00Z,Botafogo-RJ,RJ,Corinthians-SP,SP,2,2,2012,26
2012-09-23T16:00:00Z,Sao Paulo-SP,SP,Cruzeiro-MG,MG,1,0,2012,26
2012-09-23T16:00:00Z,Ponte Preta-SP,SP,Vasco da Gama-RJ,RJ,0,0,2012,26
2012-09-23T16:00:00Z,Atletico-GO,GO,Flamengo-RJ,RJ,1,2,2012,26
2012-09-23T18:30:00Z,Internacional-RS,RS,Bahia-BA,BA,3,1,2012,26
2012-09-23T18:30:00Z,Atletico-MG,MG,Gremio-RS,RS,0,0,2012,26
2012-09-23T18:30:00Z,Sport-PE,PE,Coritiba-PR,PR,1,0,2012,26
2012-09-29T18:30:00Z,Nautico-PE,PE,Atletico-GO,GO,2,0,2012,27
2012-09-29T18:30:00Z,Portuguesa-SP,SP,Atletico-MG,MG,1,1,2012,27
2012-09-29T18:30:00Z,Vasco da Gama-RJ,RJ,Figueirense-SC,SC,3,1,2012,27
2012-09-29T18:30:00Z,Cruzeiro-MG,MG,Internacional-RS,RS,0,0,2012,27
2012-09-29T21:00:00Z,Palmeiras-SP,SP,Ponte Preta-SP,SP,3,0,2012,27
2012-09-30T16:00:00Z,Flamengo-RJ,RJ,Fluminense-RJ,RJ,0,1,2012,27
2012-09-30T16:00:00Z,Corinthians-SP,SP,Sport-PE,PE,3,0,2012,27
2012-09-30T16:00:00Z,Coritiba-PR,PR,Sao Paulo-SP,SP,1,1,2012,27
2012-09-30T16:00:00Z,Bahia-BA,BA,Botafogo-RJ,RJ,2,0,2012,27
2012-09-30T18:30:00Z,Gremio-RS,RS,Santos-SP,SP,1,1,2012,27
2012-10-04T21:00:00Z,Flamengo-RJ,RJ,Bahia-BA,BA,0,0,2012,28
2012-10-04T21:00:00Z,Portuguesa-SP,SP,Sport-PE,PE,5,1,2012,28
2012-10-04T21:00:00Z,Coritiba-PR,PR,Ponte Preta-SP,SP,1,0,2012,28
2012-10-06T16:00:00Z,Sao Paulo-SP,SP,Palmeiras-SP,SP,3,0,2012,28
2012-10-06T16:20:00Z,Atletico-GO,GO,Vasco da Gama-RJ,RJ,0,1,2012,28
2012-10-06T16:20:00Z,Santos-SP,SP,Internacional-RS,RS,1,1,2012,28
2012-10-06T16:20:00Z,Nautico-PE,PE,Corinthians-SP,SP,2,1,2012,28
2012-10-06T18:30:00Z,Fluminense-RJ,RJ,Botafogo-RJ,RJ,1,0,2012,28
2012-10-06T18:30:00Z,Gremio-RS,RS,Cruzeiro-MG,MG,2,1,2012,28
2012-10-06T18:30:00Z,Atletico-MG,MG,Figueirense-SC,SC,6,0,2012,28
2012-10-10T19:30:00Z,Botafogo-RJ,RJ,Santos-SP,SP,0,2,2012,29
2012-10-10T19:30:00Z,Cruzeiro-MG,MG,Portuguesa-SP,SP,2,0,2012,29
2012-10-10T19:30:00Z,Ponte Preta-SP,SP,Nautico-PE,PE,2,1,2012,29
2012-10-10T19:30:00Z,Figueirense-SC,SC,Atletico-GO,GO,3,1,2012,29
